CustomerKey,BirthDate,MaritalStatus,Gender,AnnualIncome,TotalChildren,EducationLevel,Occupation,HomeOwner
22096,22/01/1954,S,M,70000,2,Partial High School,Skilled Manual,Y
22097,08/05/1935,M,M,40000,3,Partial College,Professional,Y
22098,18/10/1935,S,F,50000,2,Graduate Degree,Management,N
22099,23/04/1935,M,M,80000,4,Graduate Degree,Management,Y
22100,20/03/1960,M,M,80000,5,Partial College,Professional,Y
22101,12/05/1960,S,F,90000,4,High School,Professional,N
22102,08/02/1960,M,M,100000,0,Partial College,Professional,Y
22103,25/06/1960,M,F,110000,3,Partial College,Professional,N
22104,20/01/1960,S,M,110000,4,Partial College,Professional,Y
22105,23/03/1960,M,F,120000,5,High School,Professional,Y
22106,10/06/1960,M,F,160000,1,Partial College,Professional,Y
22107,04/10/1954,S,M,70000,2,Partial High School,Skilled Manual,N
22108,17/06/1954,S,M,70000,2,Partial High School,Skilled Manual,N
22109,02/02/1954,M,M,60000,2,Partial High School,Skilled Manual,N
22110,08/08/1954,M,M,60000,2,Partial High School,Skilled Manual,Y
22111,10/11/1954,M,F,60000,2,Partial High School,Skilled Manual,N
22112,26/12/1954,M,F,60000,3,Partial High School,Skilled Manual,Y
22113,14/09/1953,S,F,70000,3,Graduate Degree,Management,Y
22114,16/07/1953,M,M,70000,3,Graduate Degree,Management,Y
22115,13/06/1953,M,M,70000,3,Graduate Degree,Management,N
22116,04/11/1953,S,M,70000,3,Graduate Degree,Management,Y
22117,11/04/1953,M,F,70000,3,Graduate Degree,Management,Y
22118,20/05/1953,S,F,70000,3,Graduate Degree,Management,Y
22119,13/10/1953,M,F,70000,3,Graduate Degree,Management,Y
22120,01/11/1953,M,F,60000,3,Graduate Degree,Management,Y
22121,12/05/1952,M,M,40000,3,Partial College,Professional,N
22122,25/10/1952,M,F,40000,3,Partial College,Professional,Y
22123,03/04/1937,S,F,60000,3,Graduate Degree,Management,Y
22124,05/09/1937,M,F,60000,3,Graduate Degree,Management,Y
22125,02/02/1937,M,M,60000,3,Graduate Degree,Management,Y
22126,03/08/1937,M,F,60000,3,Graduate Degree,Management,N
22127,09/11/1938,M,M,60000,3,Graduate Degree,Management,Y
22128,07/04/1938,M,F,70000,4,Graduate Degree,Management,Y
22129,08/12/1938,M,F,70000,4,Graduate Degree,Management,Y
22130,28/08/1938,M,M,70000,5,Graduate Degree,Management,Y
22131,01/07/1938,M,F,70000,5,Graduate Degree,Management,Y
22132,25/02/1938,M,F,70000,5,Graduate Degree,Management,Y
22133,23/09/1938,M,M,80000,4,Graduate Degree,Management,Y
22134,10/11/1939,M,M,60000,3,Graduate Degree,Management,Y
22135,19/06/1939,M,F,70000,5,Graduate Degree,Management,Y
22136,14/11/1939,M,M,80000,4,Graduate Degree,Management,Y
22137,20/03/1940,M,F,60000,3,Graduate Degree,Management,Y
22138,11/09/1940,M,F,80000,4,Graduate Degree,Management,Y
22139,08/05/1940,M,M,80000,4,Bachelors,Management,Y
22140,22/12/1941,M,F,50000,4,Bachelors,Management,Y
22142,10/04/1941,M,M,50000,4,Bachelors,Management,Y
22143,15/07/1941,M,F,50000,4,Bachelors,Management,Y
22144,06/02/1941,M,M,60000,3,Graduate Degree,Management,Y
22145,06/06/1941,M,M,60000,3,Graduate Degree,Management,Y
22146,21/10/1942,S,M,50000,4,Bachelors,Management,Y
22147,17/04/1947,M,M,10000,2,Partial High School,Clerical,Y
22148,25/02/1947,M,F,10000,2,Partial High School,Clerical,Y
22149,15/09/1947,M,M,20000,4,High School,Skilled Manual,Y
22150,25/02/1947,M,M,30000,2,Partial College,Clerical,N
22151,06/07/1948,M,M,10000,2,Partial High School,Clerical,Y
22152,18/02/1978,M,M,60000,0,Partial College,Skilled Manual,Y
22153,04/08/1978,M,F,70000,0,Partial College,Skilled Manual,N
22154,24/01/1977,S,F,40000,0,Partial High School,Clerical,Y
22155,05/07/1948,M,M,20000,2,Partial High School,Clerical,Y
22156,04/03/1948,M,F,30000,3,Partial College,Clerical,N
22157,22/11/1977,S,F,40000,0,Partial High School,Clerical,N
22158,16/02/1977,S,F,40000,0,Partial High School,Clerical,Y
22159,17/05/1977,S,M,40000,0,Partial College,Skilled Manual,N
22160,11/12/1977,S,M,40000,0,Partial College,Skilled Manual,N
22161,04/10/1977,S,F,40000,0,Partial College,Skilled Manual,N
22162,11/04/1977,M,M,60000,0,Partial College,Skilled Manual,Y
22163,01/07/1977,S,F,60000,0,Partial College,Skilled Manual,Y
22164,24/08/1977,S,F,70000,0,Partial College,Skilled Manual,N
22165,01/11/1976,M,M,60000,0,Partial College,Skilled Manual,N
22166,28/08/1976,S,F,60000,0,Partial College,Skilled Manual,N
22167,22/03/1949,M,F,20000,2,Partial High School,Clerical,Y
22168,02/05/1949,M,F,30000,3,Partial College,Clerical,N
22169,13/12/1950,M,F,20000,2,Partial High School,Clerical,Y
22170,18/09/1950,M,F,30000,3,Partial College,Clerical,N
22171,10/05/1951,M,F,30000,3,High School,Skilled Manual,N
22172,09/09/1951,M,M,30000,3,High School,Skilled Manual,Y
22173,20/04/1952,M,F,30000,3,High School,Skilled Manual,N
22174,02/05/1952,M,M,30000,3,High School,Skilled Manual,Y
22175,05/11/1952,M,F,30000,3,High School,Skilled Manual,Y
22176,10/09/1953,M,M,40000,3,Partial College,Skilled Manual,N
22177,25/03/1953,M,F,40000,3,Partial College,Skilled Manual,N
22178,26/06/1953,M,F,40000,3,Partial College,Skilled Manual,Y
22179,08/02/1954,M,F,40000,3,Partial High School,Clerical,N
22180,14/10/1954,S,M,70000,2,Partial College,Skilled Manual,N
22181,21/10/1954,S,M,70000,2,Partial College,Skilled Manual,Y
22182,04/11/1975,S,F,40000,0,Partial College,Skilled Manual,N
22183,26/10/1975,M,M,40000,0,Partial College,Skilled Manual,Y
22184,27/07/1975,M,M,60000,0,Partial College,Skilled Manual,Y
22185,02/06/1975,M,M,60000,0,Partial College,Skilled Manual,Y
22186,04/10/1975,S,M,60000,0,Partial College,Skilled Manual,N
22187,24/06/1974,S,F,50000,0,High School,Skilled Manual,Y
22188,08/06/1973,M,F,60000,0,Partial College,Skilled Manual,Y
22189,03/03/1973,M,F,70000,0,Partial College,Professional,Y
22190,18/02/1976,S,M,60000,0,Partial College,Professional,N
22191,09/02/1976,S,M,60000,0,Partial College,Professional,Y
22192,11/09/1976,S,M,60000,0,Partial College,Professional,N
22193,21/11/1955,S,F,80000,2,High School,Skilled Manual,Y
22194,22/04/1955,S,M,80000,2,High School,Skilled Manual,Y
22195,24/04/1956,M,M,80000,2,High School,Skilled Manual,N
22196,25/01/1956,S,M,80000,2,High School,Skilled Manual,N
22197,14/12/1956,S,M,80000,2,High School,Skilled Manual,N
22198,14/11/1956,M,M,80000,2,High School,Skilled Manual,N
22199,08/06/1956,S,M,80000,2,High School,Skilled Manual,N
22200,28/03/1957,S,F,70000,2,High School,Professional,Y
22201,05/01/1957,M,F,70000,2,High School,Professional,Y
22202,06/07/1957,M,M,70000,2,High School,Professional,Y
22203,16/06/1958,M,F,100000,1,Bachelors,Management,Y
22204,24/06/1958,M,M,110000,4,Bachelors,Management,Y
22205,10/08/1958,M,M,110000,4,Bachelors,Management,Y
22206,03/09/1958,S,F,110000,5,Bachelors,Management,Y
22207,01/01/1958,S,F,130000,0,Graduate Degree,Management,N
22208,11/10/1959,M,F,110000,4,Bachelors,Management,Y
22209,12/01/1959,M,M,110000,1,Bachelors,Management,Y
22210,07/04/1959,M,F,110000,1,Bachelors,Management,Y
22211,24/02/1974,M,M,60000,0,Partial College,Professional,Y
22212,07/03/1959,M,F,110000,1,Bachelors,Management,Y
22213,06/03/1959,S,M,110000,1,Bachelors,Management,Y
22214,05/01/1959,M,F,120000,4,Bachelors,Management,Y
22215,25/12/1966,M,M,130000,0,Graduate Degree,Management,Y
22216,15/03/1966,S,M,150000,0,Bachelors,Management,Y
22217,18/12/1957,M,M,70000,2,Partial High School,Skilled Manual,N
22218,24/02/1957,M,M,60000,2,High School,Professional,N
22219,01/02/1957,M,F,60000,2,High School,Professional,Y
22220,02/01/1957,M,M,60000,2,High School,Professional,N
22221,18/10/1957,M,M,60000,2,High School,Professional,N
22222,24/07/1957,M,M,90000,2,Partial College,Professional,Y
22223,11/04/1957,M,F,90000,2,Partial College,Professional,Y
22224,03/03/1957,M,F,90000,2,Partial College,Professional,Y
22225,03/03/1957,S,F,90000,2,Partial College,Professional,Y
22226,24/10/1956,M,F,60000,2,High School,Professional,Y
22227,21/05/1956,M,F,60000,2,High School,Professional,Y
22228,12/09/1956,M,F,60000,2,High School,Professional,Y
22229,08/08/1956,M,M,60000,2,High School,Professional,N
22230,22/09/1956,M,F,70000,3,Partial College,Professional,Y
22231,22/04/1956,M,F,70000,3,Partial College,Professional,Y
22232,18/08/1972,M,F,50000,1,Graduate Degree,Skilled Manual,Y
22233,22/04/1972,M,M,50000,1,Graduate Degree,Skilled Manual,Y
22234,08/02/1972,M,F,50000,1,Graduate Degree,Skilled Manual,Y
22235,11/09/1972,M,M,60000,1,Graduate Degree,Professional,Y
22236,05/03/1970,M,M,40000,1,Bachelors,Skilled Manual,Y
22237,05/04/1970,M,M,40000,1,Bachelors,Skilled Manual,Y
22238,18/11/1970,M,M,40000,1,Bachelors,Skilled Manual,Y
22239,05/01/1970,M,M,40000,1,Bachelors,Skilled Manual,Y
22240,21/09/1970,M,M,40000,1,Bachelors,Skilled Manual,Y
22241,02/07/1970,M,F,40000,1,Bachelors,Skilled Manual,Y
22242,27/12/1970,M,M,40000,1,Bachelors,Skilled Manual,Y
22243,14/03/1970,M,F,60000,1,Graduate Degree,Professional,Y
22244,18/05/1969,M,F,50000,1,Bachelors,Skilled Manual,Y
22245,11/05/1969,S,M,50000,2,Bachelors,Skilled Manual,Y
22246,13/03/1969,M,F,50000,2,Bachelors,Skilled Manual,Y
22247,07/10/1969,M,M,50000,2,Bachelors,Skilled Manual,Y
22248,18/10/1969,M,M,50000,2,Bachelors,Skilled Manual,Y
22249,08/08/1971,M,M,70000,3,Graduate Degree,Professional,Y
22250,23/07/1971,M,M,70000,3,Graduate Degree,Professional,Y
22251,19/12/1970,M,F,60000,1,Graduate Degree,Professional,Y
22252,08/07/1970,S,F,60000,1,Graduate Degree,Professional,Y
22253,06/02/1970,M,F,60000,2,Graduate Degree,Professional,Y
22254,24/11/1970,M,M,60000,2,Graduate Degree,Professional,Y
22255,19/12/1970,M,F,70000,3,Graduate Degree,Professional,Y
22256,07/06/1970,M,M,70000,4,Graduate Degree,Professional,Y
22257,06/02/1970,M,F,70000,4,Graduate Degree,Professional,Y
22258,20/04/1970,M,F,70000,4,Graduate Degree,Professional,Y
22259,02/11/1967,S,M,40000,0,Bachelors,Professional,Y
22260,15/08/1967,M,F,50000,2,Bachelors,Skilled Manual,Y
22261,10/03/1967,S,M,50000,2,Bachelors,Skilled Manual,Y
22262,05/06/1967,S,M,50000,2,Bachelors,Skilled Manual,Y
22263,27/05/1966,M,M,60000,3,Bachelors,Skilled Manual,Y
22264,14/11/1966,S,F,60000,0,Graduate Degree,Professional,N
22265,14/11/1966,M,M,70000,0,Graduate Degree,Professional,N
22266,18/12/1966,M,F,70000,4,Graduate Degree,Professional,Y
22267,15/02/1966,M,F,70000,4,Graduate Degree,Professional,Y
22268,22/09/1969,S,F,60000,2,Graduate Degree,Professional,Y
22269,17/02/1969,M,M,70000,5,Graduate Degree,Professional,Y
22270,15/04/1969,M,M,80000,2,Graduate Degree,Professional,Y
22271,24/02/1969,M,M,80000,3,Graduate Degree,Professional,Y
22272,07/03/1969,M,F,80000,3,Graduate Degree,Professional,Y
22273,08/09/1965,S,F,40000,0,Bachelors,Professional,Y
22274,18/09/1965,S,M,40000,0,Bachelors,Professional,Y
22275,19/02/1965,S,M,40000,0,Bachelors,Professional,N
22276,07/06/1965,S,F,40000,0,Bachelors,Professional,N
22277,25/07/1965,S,F,40000,0,Bachelors,Professional,N
22278,26/12/1965,S,F,50000,3,Bachelors,Skilled Manual,Y
22279,09/11/1965,M,F,50000,3,Bachelors,Skilled Manual,Y
22280,18/07/1965,M,M,50000,3,Bachelors,Skilled Manual,N
22281,11/09/1965,M,F,60000,0,Graduate Degree,Professional,Y
22282,27/01/1964,S,M,40000,0,Bachelors,Professional,N
22283,05/07/1964,S,M,60000,4,Bachelors,Skilled Manual,Y
22284,27/06/1964,S,F,60000,4,Bachelors,Skilled Manual,N
22285,22/11/1964,M,F,60000,4,Bachelors,Skilled Manual,Y
22286,12/08/1964,M,M,60000,5,Bachelors,Skilled Manual,Y
22287,18/08/1964,S,F,60000,5,Bachelors,Skilled Manual,Y
22288,26/11/1964,S,F,60000,4,Bachelors,Skilled Manual,N
22289,14/05/1964,M,M,60000,4,Bachelors,Skilled Manual,Y
22290,21/09/1963,M,F,70000,4,Bachelors,Professional,Y
22291,26/02/1963,M,M,70000,4,Bachelors,Professional,Y
22292,09/03/1963,M,F,70000,4,Bachelors,Professional,Y
22293,20/06/1963,M,F,70000,4,Bachelors,Professional,Y
22294,10/10/1968,S,F,70000,0,Bachelors,Professional,N
22295,16/03/1968,S,F,70000,0,Bachelors,Professional,Y
22296,23/03/1968,M,M,70000,0,Bachelors,Professional,N
22297,19/08/1968,S,F,70000,0,Bachelors,Professional,Y
22298,20/04/1968,S,M,70000,0,Bachelors,Professional,N
22299,27/12/1963,S,M,70000,4,Bachelors,Professional,Y
22300,18/03/1963,S,F,60000,3,Graduate Degree,Professional,N
22301,13/09/1963,M,F,60000,3,Graduate Degree,Professional,Y
22302,14/01/1974,M,M,40000,1,Bachelors,Skilled Manual,Y
22303,21/02/1972,S,M,20000,0,Partial High School,Manual,Y
22304,27/06/1972,S,F,20000,0,Partial High School,Manual,N
22305,21/11/1972,S,F,20000,0,Partial High School,Manual,N
22306,11/04/1973,S,M,30000,0,High School,Manual,N
22307,16/03/1973,M,F,40000,1,Bachelors,Skilled Manual,Y
22308,22/08/1973,M,F,40000,1,Bachelors,Skilled Manual,Y
22309,02/07/1973,M,F,40000,1,Bachelors,Skilled Manual,Y
22310,13/03/1972,S,F,20000,0,Partial High School,Manual,N
22311,04/07/1972,S,M,30000,0,High School,Manual,N
22312,09/08/1972,M,NA,40000,1,Bachelors,Skilled Manual,Y
22313,06/06/1972,S,M,40000,2,Partial College,Clerical,Y
22314,15/11/1971,M,F,10000,0,Partial High School,Manual,N
22315,28/02/1971,S,M,20000,0,Partial High School,Manual,Y
22316,21/03/1971,M,F,20000,0,Partial High School,Manual,N
22317,09/05/1971,S,F,20000,0,Partial High School,Manual,N
22318,08/03/1971,S,M,30000,0,High School,Manual,Y
22319,07/11/1971,S,M,30000,0,High School,Manual,N
22320,28/10/1971,M,M,30000,0,High School,Manual,N
22321,26/01/1970,S,M,40000,2,Partial College,Clerical,Y
22322,15/11/1971,S,M,30000,0,High School,Manual,Y
22323,12/12/1971,S,F,40000,2,Partial College,Clerical,Y
22324,09/08/1971,M,F,40000,2,Partial College,Clerical,N
22325,20/06/1970,S,M,40000,2,Partial College,Clerical,Y
22326,23/02/1975,S,F,40000,3,Partial College,Clerical,Y
22327,20/11/1974,S,M,40000,3,Partial College,Clerical,Y
22328,02/07/1974,S,F,50000,0,Graduate Degree,Skilled Manual,Y
22329,02/01/1974,M,F,50000,0,Graduate Degree,Skilled Manual,Y
22330,03/04/1974,M,M,50000,0,Graduate Degree,Skilled Manual,Y
22331,20/09/1929,M,F,20000,2,Partial College,Clerical,N
22332,13/07/1931,M,F,30000,1,Bachelors,Skilled Manual,Y
22333,13/08/1931,M,F,40000,1,Graduate Degree,Skilled Manual,Y
22334,24/05/1966,M,M,60000,0,Graduate Degree,Skilled Manual,Y
22335,24/11/1966,M,M,60000,0,Graduate Degree,Skilled Manual,Y
22336,04/11/1966,M,M,60000,0,Graduate Degree,Skilled Manual,Y
22337,03/04/1953,M,F,20000,2,High School,Manual,N
22338,26/03/1953,M,M,20000,2,High School,Manual,N
22339,02/11/1953,M,M,20000,2,High School,Manual,N
22340,02/10/1953,M,M,20000,2,High School,Manual,N
22341,16/11/1953,M,M,20000,2,High School,Manual,N
22342,04/10/1954,M,M,20000,3,Partial High School,Clerical,N
22343,07/07/1954,M,F,30000,1,High School,Clerical,Y
22344,24/12/1954,M,F,30000,1,High School,Clerical,Y
22345,18/07/1955,M,F,30000,2,High School,Skilled Manual,Y
22346,06/04/1955,M,F,40000,1,Partial College,Clerical,Y
22347,17/02/1956,M,F,30000,2,High School,Skilled Manual,N
22348,01/07/1956,M,F,30000,2,High School,Skilled Manual,Y
22349,21/10/1956,M,M,30000,2,High School,Skilled Manual,Y
22350,06/06/1956,M,F,30000,2,High School,Skilled Manual,Y
22351,12/09/1956,M,F,30000,2,High School,Skilled Manual,N
22352,05/12/1957,M,F,30000,2,High School,Skilled Manual,N
22353,07/03/1957,M,F,30000,2,High School,Skilled Manual,Y
22354,03/03/1957,M,F,30000,2,High School,Skilled Manual,N
22355,27/04/1957,M,M,30000,2,High School,Skilled Manual,N
22356,26/02/1957,M,M,30000,2,High School,Skilled Manual,Y
22357,20/01/1957,M,M,30000,2,High School,Skilled Manual,Y
22358,08/08/1957,M,F,40000,1,Partial College,Clerical,Y
22359,26/10/1958,S,M,40000,2,Partial College,Clerical,N
22360,13/01/1958,S,M,40000,2,Partial College,Clerical,N
22361,21/10/1958,M,M,40000,2,Partial College,Clerical,Y
22362,13/11/1958,M,M,80000,5,Graduate Degree,Skilled Manual,N
22363,21/04/1958,S,F,80000,5,Graduate Degree,Skilled Manual,Y
22364,20/09/1958,M,F,80000,5,Graduate Degree,Skilled Manual,Y
22365,02/03/1958,M,M,80000,5,Graduate Degree,Skilled Manual,N
22366,16/07/1958,M,M,80000,4,Graduate Degree,Skilled Manual,N
22367,13/10/1958,S,F,80000,4,Graduate Degree,Skilled Manual,Y
22368,26/03/1959,S,M,40000,2,Partial College,Clerical,N
22369,05/05/1959,M,M,60000,4,Graduate Degree,Skilled Manual,Y
22370,11/05/1959,S,F,60000,4,Graduate Degree,Skilled Manual,Y
22371,14/10/1972,S,M,50000,0,Graduate Degree,Skilled Manual,N
22372,25/08/1972,S,F,50000,0,Graduate Degree,Skilled Manual,Y
22373,24/09/1973,S,F,40000,0,Graduate Degree,Skilled Manual,Y
22374,04/03/1973,M,M,40000,0,Graduate Degree,Skilled Manual,Y
22375,26/09/1973,S,F,40000,1,Graduate Degree,Skilled Manual,Y
22376,18/03/1972,S,M,50000,1,Graduate Degree,Skilled Manual,Y
22377,12/03/1967,S,M,10000,1,Graduate Degree,Manual,Y
22378,14/02/1962,S,F,10000,1,Graduate Degree,Manual,N
22379,17/07/1962,S,M,10000,1,Graduate Degree,Manual,N
22380,23/08/1962,S,M,10000,1,Graduate Degree,Manual,N
22381,23/03/1962,M,M,10000,1,Graduate Degree,Manual,Y
22382,26/11/1962,S,F,20000,1,Graduate Degree,Clerical,Y
22383,21/02/1962,M,M,20000,1,Graduate Degree,Clerical,Y
22384,27/09/1961,S,F,10000,1,Bachelors,Manual,Y
22385,15/12/1961,M,F,20000,1,Graduate Degree,Clerical,Y
22386,15/03/1935,M,NA,20000,1,Graduate Degree,Clerical,Y
22387,19/11/1936,M,F,20000,1,Graduate Degree,Clerical,Y
22388,16/05/1936,M,M,20000,1,Graduate Degree,Clerical,Y
22389,15/09/1957,M,M,20000,1,Bachelors,Clerical,Y
22390,02/02/1957,M,M,20000,1,Bachelors,Clerical,Y
22391,05/06/1954,M,F,10000,2,Partial College,Manual,Y
22392,14/05/1954,M,F,10000,2,Partial College,Manual,Y
22394,06/06/1937,S,F,20000,1,Graduate Degree,Clerical,N
22395,25/05/1938,S,M,20000,1,Bachelors,Clerical,Y
22396,28/08/1941,S,F,30000,1,Bachelors,Clerical,Y
22397,05/08/1942,M,NA,10000,2,Partial College,Manual,Y
22398,12/03/1942,M,F,20000,1,Partial College,Manual,Y
22399,06/01/1980,S,M,10000,0,Partial College,Manual,Y
22400,19/05/1980,M,M,10000,0,Partial College,Manual,N
22401,08/01/1980,M,M,10000,0,Partial College,Manual,Y
22402,10/09/1980,M,M,10000,0,Partial College,Manual,Y
22403,21/02/1979,M,M,10000,0,Partial College,Manual,Y
22404,06/11/1980,S,F,10000,0,Partial College,Manual,N
22405,21/09/1978,M,M,10000,0,Partial College,Manual,Y
22406,12/11/1977,M,M,10000,0,High School,Manual,Y
22407,19/10/1979,M,F,10000,1,High School,Manual,Y
22408,06/09/1979,S,M,10000,1,High School,Manual,N
22409,15/08/1979,S,F,20000,0,Bachelors,Clerical,Y
22410,16/08/1978,S,F,20000,0,Bachelors,Clerical,N
22411,05/11/1978,S,F,20000,0,Bachelors,Clerical,N
22412,04/10/1977,M,M,20000,0,Bachelors,Clerical,N
22413,27/12/1943,M,F,20000,1,Partial College,Manual,Y
22414,08/08/1943,S,M,20000,2,Partial College,Manual,N
22415,16/01/1943,S,F,30000,1,Bachelors,Clerical,N
22416,03/10/1943,M,F,30000,1,Bachelors,Clerical,N
22417,10/11/1961,M,M,20000,1,Partial College,Manual,Y
22418,26/08/1961,M,M,30000,4,Graduate Degree,Clerical,Y
22419,03/05/1959,S,M,10000,1,High School,Manual,N
22420,28/10/1959,S,M,10000,1,High School,Manual,N
22421,11/10/1959,S,F,20000,2,Partial College,Manual,N
22422,05/12/1959,M,F,30000,3,Graduate Degree,Clerical,N
22423,15/02/1958,S,M,20000,2,Partial College,Manual,N
22424,21/04/1958,S,M,20000,2,Partial College,Manual,Y
22425,07/10/1958,S,M,20000,2,Partial College,Manual,N
22426,11/08/1960,M,F,30000,3,Graduate Degree,Clerical,Y
22427,15/04/1960,S,M,30000,3,Bachelors,Clerical,N
22428,26/09/1960,S,F,30000,3,Bachelors,Clerical,N
22429,14/11/1960,M,M,30000,3,Bachelors,Clerical,Y
22430,05/03/1960,S,M,40000,3,Graduate Degree,Clerical,N
22431,08/06/1970,S,F,10000,1,High School,Manual,N
22432,11/08/1970,S,F,10000,2,High School,Manual,Y
22433,15/08/1970,S,M,20000,0,Partial College,Manual,N
22434,01/09/1970,S,M,20000,0,Partial College,Manual,N
22435,22/06/1969,S,M,10000,2,High School,Manual,Y
22436,23/09/1970,S,M,30000,0,Bachelors,Clerical,Y
22437,27/01/1970,S,F,40000,0,Graduate Degree,Clerical,N
22438,10/06/1969,S,M,20000,0,Partial College,Manual,N
22439,02/01/1969,M,F,30000,0,Bachelors,Clerical,Y
22440,20/05/1969,S,F,30000,0,Bachelors,Clerical,N
22441,20/02/1969,S,F,30000,1,Bachelors,Clerical,Y
22442,14/06/1969,S,F,30000,1,Bachelors,Clerical,Y
22444,27/02/1969,S,M,40000,0,Graduate Degree,Clerical,N
22445,03/04/1969,S,F,40000,0,Graduate Degree,Clerical,N
22446,20/10/1969,S,M,40000,0,Graduate Degree,Clerical,N
22447,13/04/1969,M,F,40000,0,Graduate Degree,Clerical,Y
22448,10/10/1969,S,F,40000,0,Graduate Degree,Clerical,Y
22449,16/04/1969,M,F,40000,0,Graduate Degree,Clerical,Y
22450,24/02/1969,M,F,50000,0,Graduate Degree,Skilled Manual,Y
22452,20/10/1969,S,F,50000,0,Graduate Degree,Skilled Manual,Y
22453,04/02/1922,M,M,10000,3,Bachelors,Clerical,Y
22454,10/05/1952,M,F,10000,3,Partial College,Manual,N
22455,09/03/1952,M,M,10000,3,Partial College,Manual,Y
22456,11/08/1951,S,F,20000,2,Partial College,Manual,N
22457,18/05/1968,M,F,10000,2,High School,Manual,N
22458,13/06/1968,S,F,20000,1,Partial College,Manual,N
22459,03/05/1968,M,M,20000,1,Partial College,Manual,Y
22461,04/10/1968,S,M,20000,1,Partial College,Manual,Y
22462,05/01/1968,S,F,20000,1,Partial College,Manual,N
22463,28/08/1968,M,M,30000,1,Bachelors,Clerical,Y
22464,11/10/1968,M,M,40000,0,Graduate Degree,Clerical,Y
22465,10/10/1968,S,M,40000,0,Graduate Degree,Clerical,Y
22466,13/09/1967,S,M,20000,1,Partial College,Manual,N
22467,20/02/1967,S,M,20000,1,Partial College,Manual,Y
22468,18/09/1967,M,M,20000,1,Partial College,Manual,Y
22469,01/11/1967,M,F,20000,1,Partial College,Manual,Y
22470,05/11/1967,M,F,30000,1,Bachelors,Clerical,Y
22471,05/09/1967,S,M,30000,1,Bachelors,Clerical,Y
22472,06/10/1967,S,F,30000,1,Bachelors,Clerical,N
22473,14/05/1967,S,M,30000,1,Bachelors,Clerical,Y
22474,03/12/1966,S,F,10000,5,Partial High School,Manual,Y
22475,10/12/1966,S,F,10000,5,Partial High School,Manual,Y
22476,25/11/1966,S,M,20000,2,High School,Manual,N
22477,13/06/1966,S,M,20000,2,High School,Manual,Y
22478,08/06/1966,S,F,30000,1,Bachelors,Clerical,Y
22479,18/08/1966,M,F,30000,1,Bachelors,Skilled Manual,Y
22480,12/05/1966,M,F,30000,1,Bachelors,Skilled Manual,Y
22481,26/05/1966,M,M,30000,1,Bachelors,Skilled Manual,Y
22482,16/09/1965,S,F,10000,4,Partial High School,Manual,Y
22483,25/10/1965,S,M,10000,4,Partial High School,Manual,Y
22484,27/09/1965,S,F,20000,2,High School,Manual,Y
22485,18/08/1965,S,M,20000,2,High School,Manual,Y
22486,09/04/1965,S,M,20000,2,High School,Manual,Y
22487,19/04/1965,S,M,20000,2,High School,Manual,Y
22488,21/04/1965,M,M,30000,1,Bachelors,Skilled Manual,Y
22489,10/06/1965,M,M,30000,1,Bachelors,Skilled Manual,Y
22490,26/04/1964,S,F,10000,5,Partial High School,Manual,N
22491,20/09/1964,S,M,20000,2,High School,Manual,Y
22492,24/07/1964,S,M,20000,3,High School,Manual,N
22493,21/01/1964,S,M,20000,3,High School,Manual,Y
22494,06/02/1964,S,M,20000,3,High School,Manual,N
22495,04/04/1964,S,M,20000,3,High School,Manual,Y
22496,03/03/1964,M,F,30000,1,Bachelors,Skilled Manual,Y
22497,12/05/1963,S,M,10000,3,Partial High School,Manual,Y
22498,28/10/1963,S,M,20000,3,High School,Manual,N
22499,06/07/1933,M,F,10000,4,High School,Manual,N
22500,13/08/1966,S,M,40000,0,Bachelors,Professional,N
22502,18/12/1966,S,F,40000,0,Bachelors,Professional,Y
22503,06/07/1966,M,F,40000,0,Bachelors,Professional,Y
22504,15/09/1966,S,M,60000,0,Graduate Degree,Skilled Manual,N
22505,25/10/1962,M,F,30000,1,Partial College,Clerical,N
22506,02/04/1965,S,F,30000,2,Partial College,Clerical,Y
22507,13/07/1965,S,M,30000,2,Partial College,Clerical,N
22508,04/11/1965,M,M,40000,1,Bachelors,Skilled Manual,Y
22509,04/10/1965,M,F,40000,1,Bachelors,Skilled Manual,Y
22510,11/02/1965,M,F,40000,1,Bachelors,Skilled Manual,Y
22511,18/07/1964,S,F,30000,2,Partial College,Clerical,Y
22512,15/05/1964,S,F,30000,2,Partial College,Clerical,Y
22513,15/04/1963,S,M,30000,2,Partial College,Clerical,Y
22514,03/09/1977,S,M,20000,0,High School,Manual,Y
22515,09/06/1979,S,F,20000,4,High School,Manual,Y
22516,12/05/1979,S,F,30000,3,Partial College,Clerical,N
22517,16/08/1979,S,M,30000,3,Partial College,Clerical,Y
22518,19/04/1979,S,F,30000,3,Partial College,Clerical,N
22519,11/11/1963,M,M,40000,1,Bachelors,Skilled Manual,Y
22520,10/07/1963,M,M,40000,1,Bachelors,Skilled Manual,Y
22521,18/09/1962,S,F,30000,1,Partial College,Clerical,Y
22522,13/04/1962,S,M,30000,1,Partial College,Clerical,N
22523,17/07/1962,M,M,40000,1,Bachelors,Skilled Manual,Y
22524,26/06/1962,M,F,40000,1,Bachelors,Skilled Manual,Y
22525,06/08/1978,S,M,30000,4,Partial College,Clerical,Y
22526,26/11/1978,S,M,30000,4,Partial College,Clerical,Y
22527,15/06/1977,S,F,20000,0,High School,Manual,N
